slogan,label
[DATE]~[DATE]消費滿額最高送[X元]抵用券,0
【[DATE]哈燒話題】峇里島、長灘島不夠看！絕美東南亞海島大公開！,1
【是[DATE]熱銷貨幣？】請問您對本行「借現金」的交易所及開辦費減免帳管費額度嗎?快來看解吧!,0
【最高[X%]回饋活動】恭喜您獲得新春特幣[DATE]個覺醒！,0
感謝您揪團來中信撥薪，[ORG]購物金回饋您！,1
【限時申辦櫃台現金回饋我了】新戶線上申購享開辦費[X折]，還可領高達[X元]獎金，再加碼[X元]了解更多！,0
【直接付】手機付款，全家指定商品[X折]起,1
【限時[NUM]天[NUM]夜旅遊】換匯好簡單，換匯最划算！,0
[ORG]客戶限定好禮送給您！新申辦[PRODUCT]並達首刷門檻，可享數位通路限定[X元],0
我愛[PRODUCT]，紅利回饋最高[NUM]倍,1
五星餐飲聯名卡迎賓好禮三選一,0
【迎接現金!】超強振興價貸您實現人生！立即線上申請~[NUM]小時線上申請自助撥款，來吧！,0
定期存款，自己存，年利率低、利息高[X%]，讓您存好了嗎？,0
【[DATE][NUM]換匯吧限[DATE]!】[DATE]再送你[NUM]大買賣場步驟輕鬆掌握！,0
【您有([NUM])個優惠未使用】恭喜您獲得年息[X%]的美元高利定存優惠，立即點閱了解吧！,0
【防疫[GPE]好禮，樂活享優惠】美元最高[NUM]分、天蠍座[ORG]、[GPE][ORG]自由行配！,0
購物去！[PRODUCT]新卡禮[NUM]點超贈點([NUM]點=[X元])，消費最高[DISCOUNT]！,1
【噓~小編知道你不想跟別人說】[PRODUCT]全程幫您保密，[NUM]小時線上開放申請，自助申貸不求人，來吧！,1
天氣不熱？[PRODUCT]來杯冷品[DATE]前，登錄即享[ORG][UNK]優惠,0
《存小錢利大功》新台幣定存解約轉存[NUM]年，美元高利[X%]、人民幣[X%],0
【限量[NUM]組優惠序號！】[DATE]一起Fund優惠，基金申購手續費[X折]等你來搶！ ,1
【星展[NUM][DATE]開打啦】外幣定存[NUM]個月年息高利美元[X%]、人民幣[X%]！,0
【熱門參加熊大[NUM]吋強檔】終於放暑假囉~預約開辦費８折起，限時[DATE]申請就[DISCOUNT]禮券喔!,0
★揪食友刷[PRODUCT] 享各式美饌[X折]起★,1
【最後倒數~[URGE]】只到[DATE]，把握限時搶換真的好方法~,0
【[DATE]外幣檢視及熱門話題】[GPE]升息在即》美元看漲，升息前越早換越有利！,1
i刷[PRODUCT]★[ORG] 雙[NUM]最高[DISCOUNT]!,1
★機會難得∼限時終身免年費！申辦[PRODUCT]並預設數位帳單立即享有,1
你知道中國信託在兌換貨幣嗎？中國信託[DATE]強勢購物金跟我們說，最高賺[NUM]筆?!,0
【這[NUM]招】你不能不知道的美元在哪裡，存錢趁現在！,0
專屬利率。輕鬆開啟數位銀行的神速升級來自於你對每個客戶的熱情、激省程度！,0
[UNK][UNK]辦卡好康[NUM]天內辦起來！[PRODUCT]專屬新戶禮，獨享[X折]點數,0
 線上開戶享新戶[X元]折價券設定信用卡自扣再享[X%]刷卡金,1
想退了嗎？迎接中年燦爛時機，樂活享退不再是夢！,1
【還在哈囉~讓我來點擊下一盞】限時搶優利定存年息最高[X%]，申請還可參加抽獎喔！,0
【[UNK]個人化服務】[DATE]~[DATE]限時換匯[DISCOUNT]手續費[X折]起！,0
【天天就該是你收到神隊友的信任訊息】想提早規劃，但還沒領到[X元]呢？快來看看>>全台亞洲財富管理[UNK],0
【貴賓客戶專屬禮遇】限時[NUM]天內完成線上申貸[UNK][UNK][DISCOUNT]，綁定中信帳戶即享免手續費！,0
《[DATE][DATE]》是旅行一趟旅遊的好時機，透過網路交易就可以換到以下[DISCOUNT]！,0
【[DATE]小資理財術】每年收支[NUM].[X元]，[NUM]美元的費用、人民幣存款都超給利,0
【小編已經完成你的任務了】新戶定存優利定存，年息最高[X%]，開辦費[X折]！,0
夏秋涼爽之旅~Hotels.com刷[PRODUCT]限時優惠拿[X%]更簡單！,1
【[PRODUCT]超給力的啦！】我們提供您線上申辦好省力，優惠利率超給利，撥貸月月[DISCOUNT]，GO~~!,1
【限時優惠】房貸年利率[X%]起，餘額代償同樣適用喔！,0
歡慶五好新年，[PRODUCT]給您最即時消費，快來看看！,0
【線上辦[PRODUCT]加贈[X元]】再享IHG洲際[NUM]家指定酒店住一晚送一晚優惠，快辦起來！,1
【精選LINE貼圖】紅利兌換享[X%]折抵,1
【[NUM]招領取提醒】如果你有心中的儲蓄、財富和存到你有錢的重要動機，請立即點閱！,0
★月付金免費試算[DATE]夢想起飛!信貸超優惠前[NUM]期[X%]，立即線上試算GO,1
【最近要花很多錢嗎？】這裡有開辦費[DISCOUNT]，還可抽百萬獎金喔!,0
【利息加碼[X%]】線上申請享開辦費[X折]，再[DISCOUNT]，商品禮券免手續費,0
《[ORG]》[PRODUCT]友尊享網路購票[X折]，再享訂房及禮券回饋,0
【就是[DATE]！】讓錢頭不著急~您的房貸搬家優惠多更多,0
【[PRODUCT]友快訊！】[UNK]貸最新優惠，線上申請還可抽[ORG]雙人來回機票!,0
<[NUM]大旅行社i刷[PRODUCT]>[UNK]-mail獨享外幣[X折]優惠，超值現省[UNK][X元],0
外幣活動後，即刻享有最新的回報價格!外幣定存:中信銀,0
在家防疫線上貸款享優惠，還可以抽[ORG][UNK][NUM]！,0
【開工紅包限時[NUM]天】每天精打細算為家人換上高、專屬換匯減碼及[X%]基金新戶最高百萬[DISCOUNT]，快來點閱了解吧,0
《[NUM]大旅行社i刷[PRODUCT]》滿額最高送[NUM]百萬獎金！,0
[UNK](綁定中信簽帳金融卡單筆消費滿[X元]送[NUM]點！詳情請點入！,0
如果您和我們之間交易匯款，只需[NUM]天就可以享受外幣利率及[X%]的限時兌換優惠,0
【[ORG]星展冬季限時優利定存】恭喜您參加過[DISCOUNT]人生關懷或創造天堂的美好年！,0
在你的銀行的每個月交易累積財富!中國信託在線讓您更安心！,0
【好康大發美元感好，盡享[NUM]招】單筆滿[X元]送還可抽米其林免費機票！,0
【恭喜您成為我們的優選客戶~】敬邀貴賓升等，滿意再撥款，尊榮好禮三選一！,0
【免費抽獎只到[DATE]】貸款前兩期只要[X%]，還有機票可以抽[ORG]喔!,0
【聰明理財術】省錢達人只要[NUM]分鐘才能申請，快來享受買賣報憂！,0
【關注A好康就在這裡】★╮貸款前兩期只要《[X%]》，動動手指申請不麻煩!! 撥款再抽《新年紅包[NUM]》,1
【信貸優惠只到[DATE]喔！】[PRODUCT]線上申貸+撥款，月月[DISCOUNT]，優惠只到[DATE]喔~立即申請別猶豫了！ ,1
<<星展每週投資評論>>歐元區今年可望持續擴大利率，[DATE]美元兌美元的動盪仍穩健預期中,0
【新年就存錢鼠來了】最高年息的優利定存超給利，還可抽美金[NUM]+！,0
【整合債務，中信Can Help】這裡有專人幫您規劃，幫您減壓免煩惱→,1
★[PRODUCT]代扣繳[UNK]，超值優惠,0
【送你迎接[DATE]購物金】出門新選擇，刷[PRODUCT]單筆消費滿[X元]享[X折]現金回饋！,0
【您有([NUM])個優惠未使用】提醒您，[DATE]前線上換匯最高減[NUM]分，立即點閱詳情,0
【這個價一定要告訴您】貸款前二期年利率只要[X%]，撥款就抽發財金[X元]喔,1
【天冷吃鍋暖呼呼吸】最高享[DISCOUNT],0
【內有限時外幣兌換通知】年息最高[X%]，機場接送再加碼[NUM]點整理,0
【[DATE]哈燒話題】[GPE]新稅制整理~[NUM][GPE]旅遊到底貴多少？,1
★牛轉乾坤★量販＆全聯刷[PRODUCT]買出好運氣，再送好禮,1
小編整理了信件發送門市價[X元]，再享刷卡金+[ORG][UNK].,0
【優惠真的要到期】申請貸款送您開辦費優惠+[DISCOUNT]，活動只到[DATE]啦!,0
【幫你幫到心坎裡】預借現金服務~三大管道、[NUM]小時、隨時都罩你!,1
新臺幣定存解約轉存外幣定存，年息最高美元[X%]、人民幣[X%]！,0
【[NUM]專屬優惠】網銀客戶獨享[NUM]大美食最高[X%]！快來申請：漢神百貨餐飲兌換券[UNK],0
★網路投保旅平險i刷[UNK]卡★免手續費！立即諮詢!,0
【搶[X元]紅包$→】申請繳稅貸款即可參加抽獎，快到期快來搶喔!,1
雙[NUM]黑狗卡利[UNK]綁定[UNK]，單筆加碼贈[UNK][UNK],0
申辦[ORG]聯名卡滿額贈熊兔耳機！限量「寰宇宙飛遊戲」，贈送[NUM]吋行李箱,0
【限量！[NUM]組優匯】[DATE]一起[UNK]優惠，基金申購手續費[X折]等你來搶！,0
【買[NUM]送[NUM]】[ORG]門市單筆滿[X元]現折[X元]．分期滿額再送刷[PRODUCT],0
中國信託是一家金融服務公司，專注於幫助你儲蓄金的財富和財富管理。它讓你在,0
【請點入】[PRODUCT]新戶禮[NUM]點超贈點([NUM]點=[X元])，消費最高[DISCOUNT]！ ,1
想買賣外幣，但抓不到你！立即找中國信託~,0
申辦[ORG]聯名信用卡享《最高[X元]回饋》，綁定[ORG]Pay再享終身免年費。 ,1
【中國信託新戶好禮三選一】[DATE]限定~線上申請享開辦費[X折]，再[UNK]！,0
【[PRODUCT]限時邀請】申辦[UNK][UNK]卡+綁定[PRODUCT]，還可享手機帳單,0
了解更多市場資訊：依市場氣象圖尋找適合投資標的：【上週市場回顧】美中貿易談判傳出對投資人預期持有市,0
【[DATE]壽星，祝您生日快樂】我們嚴選推薦線上貸款，邀請您來體驗，《申請再[DISCOUNT]禮券喔》!,1
【倒數一週!】還沒來得及申請領取嗎？這樣的方式就可以參加幣別任你選~！,0
【新台幣定存解約轉存外幣定存超利[UNK]】年息最高美元[X%]、人民幣[X%]！,0
中國信託的專業外幣交易、時間和安全公司的規劃和投資服務。,0
讓您的錢回到你的手邊，有多少才能充分利用你的資金。如果當現在使用[ORG]的時間去存入這些錢,0
申辦【蘭城新月廣場聯名卡】，刷滿NT[NUM]，商品禮券[X元]送給您!,1
【自己來，享優惠】信貸限時專屬優惠，自行線上申請就可[DISCOUNT]獎金！,1
【旅遊神咖】[GPE][GPE]/東北亞來回機票享受誘人的翻薪[NUM]大自由行，無論你是想去哪島上或玩電動車。,0
【限時優利專案】年終獎金怎麼用？錢在這裡！賺更多！元大個人銀行x[DATE]年息最高[X%]，滿額登錄再享年息[NUM],0
<星展銀行洞悉亞洲-每週外匯評論>→[DATE][NUM]日於中國信託[UNK]進行縮短政見報告，以及在[NUM]年[NUM]次擴大中。,0
◤雙[NUM]來了◢[ORG]刷[PRODUCT]滿額最高享[DISCOUNT]，刷[PRODUCT]再享[X%]LINE POINTS回饋！,1
【倒數一週!】還沒來得及申請領取嗎？這樣的方式就可以參加幣別任你選~！,0
【熱銷貨趁現在！】[UNK]存下一個短期，年終獎金最高[X元]，要搶趴趴的機器人說清楚!,0
[PRODUCT]/人氣飯店美味夯餐飲優惠券[X折]起,0
[PRODUCT]新卡友購好康一滿[X元]，再加碼送「[ORG]自動加值」,0
【有人說您已被夢想的第一步】房貸利率低點開辦費[UNK]新臺幣[X元]，立即了解,0
【限時優利】[GPE]進入中國信託新戶外幣優先審核活動，敬請期待！,0
【來抽五星級酒店住宿券囉！】是的，現在線上申請貸款，就可抽雲品酒店住宿券，還可享超低優惠利率，先申請囉！,1
你知道如何挑選其中信嗎?只要三分鐘內立即擁有電子兌換券！,0
【限時邀請】核准[PRODUCT]自助設定使用者，無額繳免費諮詢、生活帳單減免！,0
[DATE]日,0
【要錢真的很重要?】我們尊榮、保單[NUM]步驟輕鬆投入，超值的啦~立即點閱→,0
【放手就投資金】簡單[NUM]步驟拿股票，優質客戶、旅遊實力看這裡。,0
慶端陽![ORG]刷中信寰遊AE卡滿額享[X%]折扣,1
請按讚→】恭喜您獲得終身免年費可望好康，立即點閱了解詳情,0
【在家更安心!】線上申請自助搞定，前兩期年利率只要[X%]！,0
【領取通知([NUM])】原油期貨價格自由化，一年期只要[X%]，現在申請再抽五星級住宿券！,0
辦電動手機i刷[PRODUCT]！消費滿額最高[DISCOUNT]．限時優惠雙重送,0
【[NUM]步驟線上開戶】自助餵飽你的資產！為了紓壓不煩？富邦數位通知、[UNK]錢,0
【快開搶！】[DATE]一起換匯吧~限量[NUM]組驚喜換匯[DISCOUNT],0
【後疫情時代，買屋換屋不能空？】美元優利定存年息最高[X%]，助您快到期啦!,0
中國信託榮獲[NUM]萬美元高利定存優質好禮,0
【除舊佈新迎新春】貸款春節大促快來點閱了解，《留下聯絡方式再抽好禮喔》!,1
【今日宜開信】貸款前[NUM]期只要[X%]，還有抽發財金活動讓您諸事大吉!,1
【優惠未使用通知！】您的[PRODUCT]開辦費省[X元]優惠券尚未使用，請立即申請享受優惠囉！(專屬優惠轉寄無效喔！),1
【最高[X元]定存】只要[NUM]分鐘快速開立基金，享每月[X%]~新臺幣[X元]、人民幣/新台幣活動等你拿！,0
【告急!!倒數[NUM]個月】貸款送您利率優惠+[DISCOUNT]，活動只到[DATE]！,0
【快閃好康】刷商務卡輕鬆兌換[GPE]航空機票！,1
【老闆終於開口了】史上最巨的老師尊嚴，這時候就懂得珍惜進修,0
【最後倒數別錯過】換匯抽好禮活動來囉！中信銀行與您快速通關，[DATE]限定！,0
【現金換匯再享[NUM]大禮遇】限時[NUM]天[NUM]夜活動只到[DATE]~錯過不再!,0
【最後一天，[NUM]小時】超值電現在換匯再享雙重回饋,0
我們幫你存到你的手邊。還送件中信託[X%]的專屬利息，以便更優雅的方式來兌換現在，為每年存[X元]現金,0
【年前告急!申請就只有一天】[PRODUCT]線上申請自助撥款，營業時間最快[NUM]小時資金入帳，現在再[DISCOUNT]，馬上申請囉！,0
[DATE][NUM]日假日也開放線上申請喔，最快一小時撥款，輕鬆好康通通有，優貸額度滿意自助撥款喔！,0
~[PRODUCT]人氣美元優利定存強利出擊！,0
【小編覺得您很可以】線上申請最快[NUM]小時撥款，還享有超低利率前三期[X%]優惠，還不[URGE]開信。,0
【[DATE]哈燒話題】定存[NUM]個月期，美元高達[X%],0
起定存即將到期通知!數位銀行的存款服務讓您輕鬆改造成美元低點，最高可享年息[X%],0
【最後倒數~】[PRODUCT]限時優利~年息最高美元[X%]、人民幣[X%]！,0
我們都想給你最好的平均成本,0
【限時[DISCOUNT]】隨時歡迎您參加＜最新年度豬事大吉大利雙[NUM]特幣定存超划算>，定存放佛心趁現在。,0
只有英雄聯盟世界賽冠軍了嗎?即日起~[DATE]，請到台新行動銀行「我的最高[NUM]倍送」活動取消本檔！,0
[NUM]點[UNK]換匯，只要線上輕鬆加碼！,0
有火鍋紅利超有點！[ORG]/[GPE]/非常泰/時香滿額好禮送給您!,0
【只限[DATE]！】一起[UNK]優惠，[NUM]組基金申購手續費[X折]等你來搶！,0
【線上申辦數位帳單出爐囉】[ORG]老朋友限定開放中！行動銀行幫您處理資訊，快來看電影！,0
【重要權益通知】新戶申辦電子帳單再贈[X元]電影票,0
【活動倒數中】你參加交易即時抽~[NUM]大獎金[UNK]共[NUM]名！,0
【[DATE]哈燒話題】美元優利定存年息最高[X%]、人民幣[X%]！,0
 帶幸福出遊幸福額度剛剛好!信福貸免綁約專案,1
【[DATE]外幣檢視及熱門話題】美元強勢地位不保？還是那麼高的台幣存款？！,0
中信[PRODUCT]數位服務全面升級★首次綁定[ORG][UNK]且消費額度免排隊,0
【新春享受外幣存款獎勵】中信貴賓客戶獨享優利專屬權條碼！,0
【中信旅遊玩家】可樂旅遊 [GPE]盛世酒店[NUM]天[NUM]夜自由行[X元]起！ ,1
[PRODUCT]核卡刷滿額享好禮，還有[ORG]指定酒店「住一晚送一晚」優惠喔！,1
BIC CAMERA刷[PRODUCT]最高享[X%]折扣優惠，買到賺到！,1
推薦好友們新戶申辦<[ORG]聯名卡>[PRODUCT]消費滿額，再贈[X元]禮券！,0
媲美包租公，要當每月掌握金流的優良投資人,1
【[DATE]哈燒話題】日圓貶值！南亞[NUM]大旅遊網開放申請,0
【搶限時！[NUM]份換匯吧】[DATE]一起倒數，撿便宜就等著坐擁抱精彩人物！,0
【換匯e達人】教您輕鬆掌握匯率，換匯領鈔通更省力,0
【免費抽[ORG]吸塵器?】大鈔找到屬於自己的方向就趁現在!,0
【出遊必備良伴】海外消費高回饋，提領外幣免排隊,1
【星展創新獎】[NUM]一起累積財富點數，[NUM]萬財富點！,0
【[DATE]換匯，一起領優惠!】線上搶便宜不用大排長龍，秋季賞楓搶優惠就衝這一波！,1
【過年紅包不夠嗎?】年底資金最新減免一指搞定，[PRODUCT]利率+健康線上申請即可享有,0
【[UNK][DISCOUNT]】指定[ORG]消費享免手續費，再送更多好禮,0
【限定為你】換匯好麻吉，中信來幫你~,0
春假在家和祖先一起吃好料，Uber Eats直送還省[X元],1
熱血的科技夥伴，在一起快樂的生活~【玉山e指房貸專案】我們與中國信託銀行提供全方位投資改造前三期[X%]！,0
【限時加碼[NUM]分鐘領取優惠】[UNK][X元]起，超低定存好利率，每日再抽[UNK][X元],0
【[NUM]點我→】[NUM]組換匯最高[NUM]點[UNK][X元]點一次買！,0
【線上辦貸款就是流行啦！】免排隊的朋友看到了，快打開來看[UNK]！,0
《[ORG]限時優惠》[PRODUCT]專屬港澳旅遊訂房享[X折]優惠,1
<福利點大通路>[ORG]/momo／[UNK].com刷[PRODUCT]最高享[DISCOUNT],0
【怎麼~那~麼~讚~!!】我們提供您免費貸款試算與諮詢，立刻開信算算囉！,1
【[DATE]哈燒話題】年息最高[X%]，你要去哪玩？,0
【投資外幣好利大回饋】網銀/[UNK][UNK]簽帳金融卡最高[X%]，選擇投資外幣優惠券等你來拿！,0
【跨越了時空 只想見你】超值優惠別錯過,1
【貸您啟動一整年的好計劃】★╮貸款前兩期只要《[X%]》，動動手指申請不麻煩!! 撥款再抽《新年紅包[NUM]》,1
【月圓荷包拉麵日】快來體驗中信[UNK]貸[NUM]利率，[PRODUCT]申辦手續費[X折]!,0
【每年有[NUM]筆利息可拿？】年息最高[X%]，別再錯過低利率波動！,0
買外幣就在中信外幣就享受極緻！,0
[PRODUCT]紅利點數最高[NUM]倍~[ORG]、[UNK].com百貨餐飲就在現金運站前，商務艙再享「新年好禮！」乙份!,0
【新年快樂!好禮上門囉→】新年送上[NUM]好禮，一起陪你過好年，還有[DISCOUNT]快來申貸。 ,1
【[PRODUCT]回饋最高超過[X%]】[ORG]週年慶每滿[X元]再送[NUM]百！,1
[PRODUCT]紅利一點抵一元，[NUM]點帶爸爸前進[GPE],1
【您有([NUM])個優惠待領】[DATE] [NUM]點放送[NUM]組換匯優惠，還有[ORG]優惠LINE給你,1
【限定優惠快來喔~】信貸繳稅季限定，前兩期年利率[X%]，還可以抽獎喔~~,1
【貸款新春大回饋】不信嗎？[PRODUCT]線上申請+撥款，快進來看喔→,0
【假日有空來處理資金的事情吧！】平常忙到沒時間，[DATE]就來輕鬆搞定吧~[PRODUCT]假日也歡迎申請喔！,1
立即啟用，免費至【[ORG]】看「小丑」，要看別部也可以啦！,1
<[ORG]>>我們提供專屬你的投資計劃，詳情請看我們於[DATE][NUM]日市場回顧展望(詳見請見寰宇投資領先觀點),0
！房貸分段式年利率[X%]起額度試算抽[ORG]吸塵器線上申辦再抽[UNK][X元]了解更多立即諮詢：,0
【[PRODUCT]】一般消費筆筆[DISCOUNT]！Yahoo平台消費最高[DISCOUNT]！首刷滿額享[NUM]超贈點,1
【缺錢？找資金輕鬆又方便?】快來看一下收入！方便又簡單[NUM]步驟快速,0
【[DATE]是存錢不夠的日子】不要錯過美元、人民幣、澳幣區域，[NUM]個月期只要[X%]，讓你獲得最新的利息!,0
【有驚喜!請進入→】口袋不空空，優惠進行中，期限很緊繃，抽獎祝成功,0
貼心提醒您∼[URGE]【登錄】[PRODUCT]道路救援車號喔！,1
 【就是[DATE]】全家刷[PRODUCT]滿額享[DISCOUNT],1
【內有抽獎】恭喜你獲得免費額度試算與[DISCOUNT]，現在申請還可參加抽獎喔!,0
【提醒您[DATE]搶優惠】[NUM]點狂撒[NUM]組換匯[DISCOUNT]，沒搶到也享折扣，人人有獎！,0
【資金問題找回煩惱!】線上申貸，利率超高、月付簡單！,0
【買新手機省錢新手必備財富】一鍵加入中信銀行帳戶，自動扣繳抽月月、[ORG][NUM]大寶典！,0
【中國信託[PRODUCT]】商務艙召集令、[GPE]、[ORG]雙城堡到價廉航點開放申辦！,0
【你要出國嗎？】旅遊換匯無論是去哪些地方最近要花很多錢，現在就都打電話來完成這些交易！,0
【資金週轉免煩惱】立即留住[DATE]最新優惠，申請還可以[DISCOUNT]禮券喔!,1
【[DATE]特匯日來了】[DATE]限定搶購~限量[NUM]組優點等你拿！,0
新年團聚特色餐廳最高享[DISCOUNT]！首次綁定：,0
【[NUM]招享富自己活動最後一週】完成指定任務就可以抽有[ORG][UNK]、百貨餐飲好禮!,0
聰明投資，想買就賣超彈性！,0
【提醒通知】您在[DATE]前到期提醒通知函並未使用，請立即點閱了解詳情,0
在家也能存到最後的[NUM]天？？即刻參加全聯與基金祭的[NUM]天體驗,0
《[ORG]/[ORG]》[PRODUCT]享[GPE]/[GPE]/東亞/[GPE]線來回機票，最低[X元]起,1
【在家都划手機】外幣高利美元[X%]人民幣[X%]，活動只到[DATE]為止,0
【提醒通知】外幣優利定存年息最高[X%]，申請就可以參加抽獎喔!,0
【線上申貸雙[NUM]沒壓力】[UNK][X元]起，申請免出門按手機就搞定！,0
【VIP限定邀約】[PRODUCT]幫你願望成真 • RIMOWA送給您！,1
【你自己的房信和家人】在家也能抽機票！,0
 想知道最新減稅優惠？快來了解【聰明繳稅[NUM]大攻略】教您節稅再理財！,1
【線上辦信貸好康大放送！】來喔~現在線上申辦信貸，月月[DISCOUNT]，還有超低優惠利率，[URGE]申請吧~！,1
【房貸[NUM]是強】成數最高[NUM]成一次貸足,1
說走就走今晚，刷[PRODUCT]獨享優惠[NUM]+[NUM]個月[DATE]前，首次申辦台新卡並達成入帳,0
【只到[DATE]】中信[UNK]貸，線上申請享開辦費[X折]！,0
【限時加碼滿額為止】美元、日圓相對便宜，換匯再抽神秘好禮！,0
[PRODUCT] [GPE]指定商店最高[DISCOUNT] ,1
【最後[NUM]天】網路換匯/基金申購手續費，最高享[DISCOUNT]！,0
【唯你尊享】刷[PRODUCT]滿[NUM]送[DISCOUNT],1
【[DATE]哈燒話題】想賺到年終獎金怎麼辦?[NUM]！年息最高美元[X%]、人民幣[X%]！,0
【三大管道[X元]~[NUM]小時接受】美元、日圓相對低點，三大管道[NUM]小時內都能開放,0
投資的錢是時候要累積才對，每個月最低不到[X元]就可以花很多錢。利率只要這樣兌換我想要,0
《新年[DATE]最高享美元[X%]人民幣[X%]！》[NUM]個特定客戶，快來搶購！,0
【最後倒數~只剩半個月了】想要存錢趁現在，快來享受人生?!,0
《[ORG]》精選國際海外消費滿額最高[DISCOUNT],0
【\不藏私分享器租用玉山卡】最高再加[X元]點[UNK]貸你輕鬆住！,0
【想要[NUM]年多存[NUM]萬？】星展高利定存[NUM]個月，隨著生活靈活運用資金日日充實更新的日子,0
【您有一則專鼠訊息】★╮貸款前兩期只要《[X%]》，動手指申請不麻煩!!,0
中信存錢速成金融紀錄活動，貸款還送就利率！,0
提供你更便捷的服務！中國信託給您一系列特殊時刻邀請：中國信託基金，邀請您立即體驗,0
了解更多市場資訊：依市場氣象圖尋找適合投資標的：【上週市場回顧】上週初美墨西哥各,0
【[DATE]，冬季出遊】換匯吧~人民幣高利[X%]，活動只到[DATE]為止，限定客戶活動轉寄無效,0
了解更多市場資訊：依市場氣象圖尋找適合投資標的：【上週市場回顧】上週美股基金報酬率二成,0
【[NUM]換匯吧限[DATE]!】還在等便宜匯率?別等了![DATE]線上換外幣匯率激省！,0
誠摯邀請您來體驗台新銀行外匯兌換外幣數位存款帳戶升級,0
[PRODUCT]好禮賀新年，選購APPLE系列產品，享[NUM]期分期零利率,1
[DATE]到全家便利商店以[PRODUCT]使用[ORG] Pay單筆消費滿百送中熱拿,1
【現金可以借多少？】[PRODUCT][NUM]小時開辦費讓您自由選~線上申請不麻煩!!,0
【限時專案通知([NUM])】[DATE]~[DATE]申請數位帳單即享有,0
【恭喜您收到神秘快閃活動邀請】限時限量領取優惠，錯過就沒有囉！,1
【[NUM]分鐘看[DATE]投資風向】領取自由時機，手續費超過[X%]、月付只要[UNK]！,0
【限時加碼】[DATE]前新戶線上申辦台新銀行個人金融活動，即可享高利美元回饋！,0
【貸款免出門】貸款最快只要[NUM]小時，線上申請即可抽《[ORG]三合一涼暖空氣清淨機》喔!,1
【薪轉戶有禮】換元氣滿滿的退休金，開工大放輕鬆擁抱基金計畫，還能領兩筆鈔票！,0
【重要通知】請把握擁有美元[NUM]分的好時機，而且搶便宜趁現在！,0
【神出門[DATE]聰明存錢守則】調查活動進入[NUM][UNK]，完成測試並設定自己的「專屬」及「定時收益,0
【新戶限定】下載[UNK][NUM]就換享好禮，[ORG]送給你!,0
【[DATE] 一起吃[ORG]】[DATE][ORG]刷[PRODUCT]單筆滿[X元]送大蛋捲冰淇淋兌換券！,1
【中信銀薪轉戶員工專屬】買房子/借現金~通通有優惠，快進來看喔→,0
付現金已落伍啦!!全聯嗶中信一卡通，福利點最高飆[NUM]倍,1
【老饕帶路】三星米其林饗宴該怎麼品嘗？這些事千萬別漏勾啊！,1
【給自己一個美好未來】新臺幣定存解約轉存[NUM]大利率，年息最高[X%]、人民幣[X%]！,0
<星展每週投資評論>近期外匯市場將持續波動，美元仍遠送基金策略調整之後，中國確認並不適用於[GPE]政,0
【[DATE]資產檢視報告】美元弱勢美元擺脫升息，美元指數低點一碼分別為[NUM]％；調高利率、,0
星展專屬[DATE]財富管理專屬於您所屬「新戶」的定存計劃![DATE]前參加中國信託[UNK]定期存款，滿額登錄最高[X元]！,0
沒錯!幸運兒就是你！？[DATE][NUM]:[NUM]開始，一次買股票立即擁有(限量[X元]組),0
【中信挺你享優惠】現在線上換匯，再[DISCOUNT]獎金！,0
【開工出任務】外幣優利定存年息最高[X%]，追漲外幣又划算,0
【中信薪轉戶優利】年息最高美元[X%]、人民幣[X%]！,0
小朋友一起探索基金太空之旅[DATE]，假日[NUM]塊錢呢~快來體驗嵐山豬豬的方式,0
【這是真的！】月付金限時優利快來搶喔~~[PRODUCT]友申請還可以抽機票，快打開來看!,0
<星展新客戶獨享，[NUM]分鐘內專屬優利>利率[X%]起，英雄聯盟智能投資基金已經有降低成本資訊,0
【好康！一起存[NUM]千年，兩千年守則】《[DATE]刊》最佳服務再享[X折][UNK][UNK]終身免年費！,0
《只到[DATE]》美元年息最高[X%]、人民幣[X%]！,0
申辦【學學認同卡】，刷滿NT[NUM]，送您設計大師深澤直人限量「耐熱玻璃水壺」!,1
【新的一年，您優質基金】定存[X%]專案利率[X%]起，美元兌現便宜！,0
【儲蓄年利率前六期[X%]】存款年息最高美元[X%]、人民幣[X%]！,0
[聰明消費家]密技大公開省錢刷[PRODUCT]看這邊超方便的代碼服務專人包!,0
星展【除舊佈新幸福】提供即時申辦[UNK][UNK]/簡訊，提取高額度、安全程度，線上申請資金就可以搞定！,0
！[DATE]，也開始排隊?領投資大師如何享好康?,0
【花博[DATE]溫泉[DATE]美食券】多買點一次買定，[PRODUCT]紅利一點抵一元限量優惠中,1
【使用者付款不當失效】加碼贈[UNK][X元]點([NUM]名)！,0
i刷[PRODUCT]PAUL&JOE體驗禮免費換,1
【貸款利率只要XXX？】想知詳情怎能不點進來看一下優惠內容，優惠只到[DATE]真的不要錯過了,1
【[X%]折扣】星期三來了~這種大高利定存最給你星展銀行恭喜您獲得[X%]定存優惠券！,0
【MYSTAYS [X%]折扣】刷[PRODUCT]入住MYSTAYS連鎖酒店享[X%]優惠,1
【[NUM]招讓紅包繼續長大】馬上來幫自己存錢，額度、帳單要到期了！,0
 【[X折]優惠】丸井OIOI百貨吃喝玩樂Ｉ刷[PRODUCT]！,1
【繳費免出門】快下載[UNK][NUM]大方送！現在申請信用卡帳單自動扣繳，方便又安心！,0
